9.2565681e+21 	 0.0000000e+00 
5.9080105e+21 	 1.0000000e+01 
4.7698727e+21 	 2.0000000e+01 
3.3732951e+21 	 3.0000000e+01 
2.3856404e+21 	 4.0000000e+01 
2.0129828e+21 	 5.0000000e+01 
1.3925355e+21 	 6.0000000e+01 
1.0068046e+21 	 7.0000000e+01 
8.9417604e+20 	 8.0000000e+01 
7.1681696e+20 	 9.0000000e+01 
6.0485280e+20 	 1.0000000e+02 
4.9922525e+20 	 1.1000000e+02 
4.4024797e+20 	 1.2000000e+02 
3.7148010e+20 	 1.3000000e+02 
3.0660672e+20 	 1.4000000e+02 
2.7039162e+20 	 1.5000000e+02 
2.2317219e+20 	 1.6000000e+02 
1.8830777e+20 	 1.7000000e+02 
1.6606537e+20 	 1.8000000e+02 
1.3706480e+20 	 1.9000000e+02 
1.1565492e+20 	 2.0000000e+02 
1.0897300e+20 	 2.1000000e+02 
1.0162830e+20 	 2.2000000e+02 
1.0915090e+20 	 2.3000000e+02 
1.1333695e+20 	 2.4000000e+02 
1.3145131e+20 	 2.5000000e+02 
1.4586110e+20 	 2.6000000e+02 
1.6184539e+20 	 2.7000000e+02 
1.7180373e+20 	 2.8000000e+02 
1.9063097e+20 	 2.9000000e+02 
2.1624744e+20 	 3.0000000e+02 
2.2454289e+20 	 3.1000000e+02 
2.4914802e+20 	 3.2000000e+02 
2.8263314e+20 	 3.3000000e+02 
2.9346159e+20 	 3.4000000e+02 
3.2562026e+20 	 3.5000000e+02 
3.6130359e+20 	 3.6000000e+02 
4.0087248e+20 	 3.7000000e+02 
4.3509856e+20 	 3.8000000e+02 
4.7220037e+20 	 3.9000000e+02 
4.8838042e+20 	 4.0000000e+02 
4.9787231e+20 	 4.1000000e+02 
5.1043448e+20 	 4.2000000e+02 
5.1341802e+20 	 4.3000000e+02 
5.3305424e+20 	 4.4000000e+02 
5.3349457e+20 	 4.5000000e+02 
5.3348228e+20 	 4.6000000e+02 
5.4540551e+20 	 4.7000000e+02 
5.5443281e+20 	 4.8000000e+02 
5.5757077e+20 	 4.9000000e+02 
5.7003123e+20 	 5.0000000e+02 
5.8059543e+20 	 5.1000000e+02 
5.8959686e+20 	 5.2000000e+02 
5.9577188e+20 	 5.3000000e+02 
6.0800660e+20 	 5.4000000e+02 
6.1741881e+20 	 5.5000000e+02 
6.2698666e+20 	 5.6000000e+02 
6.5081867e+20 	 5.7000000e+02 
6.5080811e+20 	 5.8000000e+02 
6.0376904e+20 	 5.9000000e+02 
4.9832008e+20 	 6.0000000e+02 
4.4927251e+20 	 6.1000000e+02 
4.3276439e+20 	 6.2000000e+02 
4.1687142e+20 	 6.3000000e+02 
4.0155799e+20 	 6.4000000e+02 
6.0289931e+20 	 6.5000000e+02 
9.1229535e+20 	 6.6000000e+02 
1.0352119e+21 	 6.7000000e+02 
1.1486832e+21 	 6.8000000e+02 
1.2193086e+21 	 6.9000000e+02 
1.3232890e+21 	 7.0000000e+02 
1.4047143e+21 	 7.1000000e+02 
1.4910813e+21 	 7.2000000e+02 
1.6182418e+21 	 7.3000000e+02 
1.6801914e+21 	 7.4000000e+02 
1.8234296e+21 	 7.5000000e+02 
1.9356171e+21 	 7.6000000e+02 
2.1005570e+21 	 7.7000000e+02 
2.2298705e+21 	 7.8000000e+02 
2.3670097e+21 	 7.9000000e+02 
2.5688109e+21 	 8.0000000e+02 
2.7269324e+21 	 8.1000000e+02 
2.8945944e+21 	 8.2000000e+02 
3.0726710e+21 	 8.3000000e+02 
3.2616266e+21 	 8.4000000e+02 
3.4622952e+21 	 8.5000000e+02 
3.7574113e+21 	 8.6000000e+02 
3.9885227e+21 	 8.7000000e+02 
4.1411796e+21 	 8.8000000e+02 
4.4942545e+21 	 8.9000000e+02 
4.7705780e+21 	 9.0000000e+02 
4.9532263e+21 	 9.1000000e+02 
5.2579588e+21 	 9.2000000e+02 
5.5810152e+21 	 9.3000000e+02 
5.9245234e+21 	 9.4000000e+02 
6.2887852e+21 	 9.5000000e+02 
6.6755967e+21 	 9.6000000e+02 
7.0858747e+21 	 9.7000000e+02 
7.3573690e+21 	 9.8000000e+02 
7.8098295e+21 	 9.9000000e+02 
8.1085249e+21 	 1.0000000e+03 
8.4186437e+21 	 1.0100000e+03 
8.7404234e+21 	 1.0200000e+03 
9.0356625e+21 	 1.0300000e+03 
9.2154017e+21 	 1.0400000e+03 
9.4439596e+21 	 1.0500000e+03 
9.6549494e+21 	 1.0600000e+03 
9.8663807e+21 	 1.0700000e+03 
1.0243726e+22 	 1.0800000e+03 
1.0635509e+22 	 1.0900000e+03 
1.1042274e+22 	 1.1000000e+03 
